,request_id,function name,duration (ms),billed duration (ms),memory size (mb),max memory used (mb),init duration (ms),import duration (ms)
25,174520ac-7939-4fac-b3d5-f1a9287eccde,fn45,1.46,388,1024,30,385.63,107.67602920532227
26,dde699f1-ba49-45ee-a020-9271c3650051,fn46,1.79,437,1024,30,435.10,25.37369728088379
27,72210753-02e0-466e-9ba7-48b9b9a0cc2c,fn49,1.61,269,1024,31,266.41,28.460979461669922
28,b83e1104-fdff-48bb-92f8-70caea3b9651,fn50,1.42,133,1024,30,130.73,8.572101593017578
29,ee672b8b-4cd5-4d12-942b-720d08e5dd1e,fn52,2.01,376,1024,31,373.57,32.3033332824707
30,bf941149-3a88-4db8-9dfa-bb2f29560133,fn53,1.49,446,1024,30,443.57,33.368587493896484
31,689f0c48-b86e-4cb4-8223-be9267e9aaca,fn58,12.56,1146,1024,86,1133.29,1004.3058395385742
32,0c13d1ed-a9eb-4350-a737-69c69f534f3c,fn59,2.35,654,1024,33,651.18,343.9669609069824
33,fdc1d483-ac11-483e-a6b0-ca280ec78e00,fn61,1.65,472,1024,32,470.14,204.04291152954102
34,3ded545e-00f6-4a8f-b636-06bd75d888a6,fn62,1.35,432,1024,33,430.50,167.75250434875488
35,5af1a792-b0d7-4a91-8ed9-8089d03df67d,fn65,1.47,368,1024,32,365.94,93.8880443572998
36,e96d73e8-0a1f-45a6-b613-8e20c035ca0f,fn72,1.41,1102,1024,86,1100.06,847.9115962982178
37,ac743391-1ce8-4c04-907b-a13d91284bc9,fn74,5.10,445,1024,30,439.47,34.15679931640625
38,3543f673-6c78-4cbd-9580-65e667c2f807,fn75,5.21,363,1024,31,357.67,25.895118713378906
39,cf97689f-03be-4cad-8428-9a9fe77f2b88,fn76,1.42,353,1024,30,350.69,34.861087799072266
40,e6addd59-bd86-4787-8b1c-54bb97a384d4,fn78,1.47,340,1024,30,337.88,22.081851959228516
41,a55bbcff-a6a0-4bc8-9223-3cc75e8428c1,fn80,1.42,305,1024,30,303.55,20.763158798217773
42,95d3f49f-1ccc-4272-9ac8-1c943018b1bb,fn79,1.83,352,1024,31,349.86,21.26908302307129
43,ef2355ea-d75f-4bad-a320-52bea9134da1,fn81,1.36,311,1024,30,308.65,18.603086471557617
44,46ca8545-58f1-4694-af98-460bcfdaea1d,fn82,1.38,313,1024,30,310.77,22.487640380859375
45,f21b3676-7862-4cdd-b349-84b6bb7a0e66,fn83,2.66,318,1024,31,314.36,21.007537841796875
46,ff99e1ad-a0ca-4328-93ae-75b32a089ac7,fn86,2.67,288,1024,31,284.77,22.144079208374023
47,da726c28-4496-4301-a8aa-dddf037af0a3,fn87,1.36,320,1024,30,317.87,22.88985252380371
48,479487e0-355b-4adc-aaa4-43a4697e07d0,fn88,1.82,335,1024,31,332.67,21.88277244567871
49,43c9f2ee-6e55-47c6-8978-7c3585075df2,fn89,1.47,329,1024,30,326.60,21.11530303955078
50,ad3495fa-e0f0-4551-bce8-1597deb93148,fn90,1.35,310,1024,30,308.63,20.349740982055664
51,93b0ec9d-26d0-424f-8f5c-d2b1bcf668a8,fn91,1.28,151,1024,30,149.51,2.2430419921875
52,75bb9436-d5f5-4eae-a049-14dcecd986e2,fn94,1.72,1616,1024,74,1613.53,1485.8393669128418
53,f6169c1a-65b1-4ecc-8333-b692c189738a,fn93,1.15,2391,1024,73,2389.59,2122.098207473755
54,464a3a64-ed89-48fd-8c17-185b5298ef89,fn98,1.18,476,1024,33,474.26,153.47051620483398
55,f817bb2e-c8bb-441a-899f-47d17651f9ad,fn100,1.51,324,1024,30,322.13,29.282331466674805
56,269e0c2c-301c-4073-a999-37741587979f,fn101,1.35,330,1024,30,328.07,29.989957809448242
57,b23d9962-b992-488a-aaec-8cb51d01f073,fn102,1.55,1537,1024,86,1535.44,1129.4147968292236
58,8f681b4c-88d5-44b9-b2c0-7cfdd0d3508a,fn103,1.50,1004,1024,56,1001.93,787.0111465454102
59,c1508c59-f0d6-4ae4-b44e-b73d19aa2581,fn105,1.33,889,1024,53,886.76,557.8804016113281
60,69e53e6c-3b8b-4dfc-993f-ef3a1e5db6a6,fn104,1.33,645,1024,32,642.90,320.67275047302246
61,1be85575-8298-4d70-98bf-079625955d4e,fn106,1.50,153,1024,31,151.17,15.269041061401367
62,4be7f9a1-3563-444f-810d-7b5deb084fd4,fn108,1.70,345,1024,31,342.47,49.46017265319824
63,1494083f-0c7f-4785-8e30-e116de2c0d6f,fn109,1.39,348,1024,31,346.22,47.38259315490723
64,2b5578ee-4c7e-4b5b-ad6a-b608dd06115f,fn111,2.04,366,1024,31,363.11,35.34984588623047
65,e4bf76e2-a573-4205-bebf-e067a744f52c,fn112,1.79,325,1024,31,323.06,32.434940338134766
66,0e092128-4c1f-42fe-821c-a473ffa0a526,fn113,1.34,267,1024,33,265.10,66.45989418029785
67,b5e070d0-ae02-413c-b2be-d688d769044e,fn114,1.87,581,1024,33,578.95,82.51953125
68,bc5d68a1-a51f-49fa-bccc-2b22df975fe9,fn115,2.32,402,1024,34,399.23,76.68066024780273
69,84da1a15-6970-4ed9-b3dd-e02c833bb00d,fn117,1.44,457,1024,33,454.63,81.82954788208008
70,188de96b-ece5-4e9b-bb44-798ec523af47,fn118,1.39,371,1024,33,369.21,87.33487129211426
71,96ab6a1c-6998-40ff-94ab-7ad02bb9c9b6,fn121,1.11,437,1024,33,435.75,194.6887969970703
72,bc619ada-c090-471c-a662-468f81fa77c7,fn120,1.38,560,1024,33,557.67,269.81568336486816
73,c4f27c91-0922-472b-bed4-25ebfab24ac3,fn123,1.46,727,1024,41,725.41,359.0550422668457
74,47d59e13-22b7-4365-8294-7283540c616d,fn124,1.53,738,1024,43,736.44,445.7132816314697
75,c197e655-1745-4c1e-9d05-2f773c61763c,fn125,5.66,855,1024,44,848.65,490.07534980773926
76,a6620e26-0c14-4172-923c-66170df1041c,fn126,1.61,775,1024,44,772.53,429.6400547027588
77,8e4e383b-3223-436b-8bb1-4a0af138b316,fn127,1.26,581,1024,43,579.57,281.2972068786621
78,c4725fca-36d8-45de-882a-196d3ec70fd0,fn128,1.52,586,1024,33,583.50,232.47766494750977
79,ea64a5e8-c5ff-4488-8742-d82ec066426b,fn131,1.50,319,1024,32,317.19,43.2429313659668
80,bfe79b4e-f0d5-46b6-afd8-699d1f27e475,fn132,1.65,578,1024,31,576.08,287.1067523956299
81,6b0a349e-a2ec-4342-b520-a2f2d2105f21,fn136,2.20,576,1024,35,572.80,201.76458358764648
82,4141da87-84c6-48c0-afcf-2cd239e74f7d,fn138,1.26,344,1024,31,342.69,42.02413558959961
83,abd76cbe-cd92-4bf8-b500-be76ba610ea9,fn139,1.55,423,1024,31,420.53,124.99094009399414
84,cf255fe9-7806-41af-9bf5-b21b3fe557b3,fn140,1.68,431,1024,31,429.31,97.05877304077148
85,187dddc2-d190-41fc-8016-258eb019ceec,fn142,1.58,1207,1024,53,1205.15,895.3359127044678
86,f2daae98-0c68-4187-83d7-0391b43f29be,fn145,1.40,374,1024,31,371.87,50.461530685424805
87,1504242a-aa3a-46fa-9948-1b43a9e3da4c,fn147,1.26,606,1024,35,604.05,314.43285942077637
88,b6653ad4-5165-4506-9b3b-4c70dcc6f2cb,fn148,1.42,1333,1024,47,1331.24,984.9636554718018
89,1f3b520b-d1e2-496b-b08f-a190d72111db,fn149,1.24,368,1024,30,366.09,19.514799118041992
90,32ba7791-9373-4635-9404-0cc7e32a3438,fn151,1.51,2195,1024,47,2193.38,1869.0886497497559
91,5b981c32-6937-48bb-a6f8-a9cf1897845e,fn154,1.13,781,1024,48,779.41,502.871036529541
92,ba2bfcab-1f53-466b-be04-449521dbd6b6,fn157,1.39,822,1024,48,820.06,508.72206687927246
93,607a1818-89b6-42e3-b929-a4ec1a562e5c,fn159,1.35,698,1024,49,695.70,382.5356960296631
94,2cbfcc5d-5063-43b8-9931-17d0ce34d63f,fn160,1.75,774,1024,46,772.08,439.92090225219727
95,d40ea4a7-7db7-4faa-b89d-04168046979e,fn162,1.47,327,1024,31,325.21,44.033050537109375
96,95a714f7-17cc-4582-8c9f-273eb5cfaaa0,fn167,1.29,389,1024,30,387.19,23.581266403198242
97,3b7dfe01-97ea-4fa1-8b4b-392891a845ca,fn168,1.33,348,1024,31,346.32,25.854110717773438
98,ae6f399b-c1be-4782-b702-fc8a36a6f428,fn169,1.52,331,1024,30,328.85,21.279335021972656
99,2ccbb718-1427-4d21-ae2a-905b63b86565,fn170,1.30,826,1024,50,824.28,555.3188323974609
100,defbac17-fb45-4e2e-b505-fdef7b4af812,fn171,2.31,761,1024,50,758.37,450.1149654388428
101,14581095-5793-4529-a1cc-a4303068ef72,fn172,1.37,1300,1024,73,1298.59,965.1446342468262
102,9bda990b-a1ab-44d1-922a-57e5005b924b,fn175,2.01,622,1024,43,619.66,306.3805103302002
103,ccd6cc55-263e-41b3-93b1-6cc327cdb1d4,fn182,1.47,577,1024,43,574.96,301.1634349822998
104,0ec460cc-6d82-4669-86c6-ab5a4c42c4d8,fn183,1.48,644,1024,43,641.54,323.4233856201172
105,2712da80-a1b9-427a-93fd-63d571e3abee,fn184,1.38,595,1024,43,592.66,303.0068874359131
106,895c3008-f9c4-4ee7-8734-425fc9dc34b5,fn185,1.25,508,1024,43,506.58,266.06011390686035
107,eafcb105-8706-4ed8-9587-9992f857ccca,fn187,1.46,616,1024,43,613.80,296.74530029296875
108,229e4b7f-2ef3-4eb9-b1b2-7c90cc3b6987,fn188,1.37,521,1024,43,519.37,259.5798969268799
109,87f8b258-6160-47c6-ab01-5ce88296fe27,fn192,1.12,496,1024,43,494.26,237.0452880859375
110,0562b063-70b6-47ba-a2fd-3a7b81f6e2ac,fn194,1.24,594,1024,43,592.67,295.9563732147217
111,4645ede9-094d-4eab-aa0a-8dc49a7a1838,fn195,1.44,535,1024,43,533.35,267.61841773986816
112,a8b5830a-3457-4074-bd56-b2bf3578b0b8,fn197,2.64,638,1024,44,635.05,304.38232421875
113,d4b365e7-3306-49ca-9353-ed5bdf8ba039,fn200,1.49,617,1024,43,614.61,287.30249404907227
114,79c70f9e-b372-4080-89dc-97e4f7ca3ae7,fn201,1.54,630,1024,43,628.20,302.63352394104004
115,a13ddfda-5478-4359-9e0f-5559d56b2a33,fn202,1.42,605,1024,43,602.63,294.30556297302246
116,92d5bf5a-9270-4845-a4be-bc550f93d714,fn203,1.44,578,1024,43,576.47,284.0297222137451
117,d98cd584-2a3d-4f51-829d-4520a4176677,fn204,2.37,530,1024,44,527.41,277.29320526123047
118,37465482-96e4-4901-bd18-2ee62ea54c2c,fn207,1.20,653,1024,43,650.84,318.0041313171387
119,808cdcc5-e47a-469b-8bf0-7f059a13aff9,fn210,2.11,608,1024,43,605.09,299.4706630706787
120,34320b3f-a554-4be0-990a-b8b4befbbf36,fn211,1.87,636,1024,43,633.39,292.9520606994629
121,b8f0227e-cd6b-4b5f-8c69-96e0036f28ea,fn212,1.31,579,1024,43,576.87,282.0470333099365
122,9b53709e-673d-4b06-b439-c2f75b43e2a4,fn215,3.85,682,1024,43,677.24,298.3829975128174
123,d54e92c5-19ca-4aab-91eb-88424eb6f8ae,fn216,6.75,674,1024,43,667.01,309.741735458374
124,b9168ea4-4388-411b-bb68-eceacfee40ba,fn217,2.32,767,1024,43,764.20,317.8412914276123
125,eb0609ea-20f9-426f-908f-b552b726ae5e,fn221,1.47,593,1024,43,590.54,290.1759147644043
126,5963c32c-502d-4715-a226-9f2fa8373a29,fn223,1.13,528,1024,34,526.67,239.65144157409668
127,7de4f8be-50df-4979-8671-5d45cab4f2fa,fn227,1.44,413,1024,34,411.29,96.47560119628906
128,01794af2-6142-4588-bb74-c3eff19fa320,fn228,1.42,377,1024,34,374.76,91.11452102661133
129,b5104d0f-19e4-4554-9e71-f1b691a5c2db,fn229,1.43,462,1024,34,460.56,152.01926231384277
130,eb6ead49-d2bf-4a17-b8c0-8c39bccad95a,fn231,1.36,456,1024,34,453.85,88.43469619750977
131,c09dbc5d-e6a4-457e-9c84-92f379beee86,fn232,1.47,453,1024,34,451.19,97.4113941192627
132,fb3f8ba5-8624-4239-b617-1762409fec6c,fn233,1.14,354,1024,34,352.35,73.12321662902832
133,917e4b7f-13d3-4a77-aa48-cf8901be90d2,fn236,1.37,465,1024,34,462.96,90.53850173950195
134,df86b222-031e-4363-8806-d3255bfc6f99,fn237,1.47,359,1024,34,357.13,72.79729843139648
135,4b15dd9c-4610-4fa7-81d3-cf43bd92f6b5,fn240,1.21,457,1024,31,455.58,97.54800796508789
136,783333ec-d139-4955-8f5f-71168c0e9c05,fn241,1.68,372,1024,31,369.95,48.660993576049805
137,ef75195f-3ecd-432b-91d9-19d957fccc30,fn242,2.94,1488,1024,86,1484.87,1142.298698425293
138,7437ce24-c6e0-48ea-bd62-66b880bda30c,fn243,1.50,244,1024,33,241.77,89.84565734863281
139,ee5b4ed4-d31f-4998-b095-bd88105a148b,fn244,1.53,525,1024,32,522.89,201.9786834716797
140,eee134f0-9e9e-4162-89ab-e4b6082034de,fn246,1.83,391,1024,31,388.63,28.304100036621094
141,8c64be5d-f17c-4382-95e9-a9a8d661fd18,fn245,1.56,850,1024,50,847.76,499.85337257385254
142,2ab7a125-afee-445b-ac18-9354ea7d8252,fn248,1.43,424,1024,31,422.24,59.491872787475586
143,49d15b6f-4470-4b16-a0bf-5123a2ee0163,fn251,2.10,349,1024,31,346.25,61.47146224975586
144,847853d3-4d1f-49fb-bd69-9873aacaf737,fn252,2.19,299,1024,31,296.33,50.16970634460449
145,c24c6c93-9ea3-461e-aff5-4668786af73b,fn253,3.19,361,1024,31,357.70,44.96598243713379
146,aaa8c9bf-7570-46d3-b003-6c6ef7fca502,fn254,1.25,837,1024,61,835.64,596.0972309112549
147,4a3eb0a8-17a8-4fb0-b4ef-1363b91c4e79,fn255,1.66,532,1024,35,530.18,138.32354545593262
148,c42d26ce-4325-4887-ba99-2d48791f7077,fn260,16.35,344,1024,30,326.94,0.0007152557373046875
149,dde9aeb9-a058-4072-bf14-5ec932c4e04e,fn259,1.43,616,1024,48,613.59,311.9344711303711
150,167169db-7d0b-4567-abae-b8484b6b483c,fn263,1.41,391,1024,33,389.53,107.98454284667969
151,180038a2-8a16-40a3-a3b0-938d5463ea21,fn264,1.53,801,1024,43,798.90,279.1705131530762
152,74dd5215-dd8f-47a4-8705-250daba3a342,fn267,1.26,897,1024,48,895.74,580.3842544555664
153,50627921-9459-4d1f-84eb-cd36f8f53522,fn268,1.53,638,1024,48,635.67,354.0990352630615
154,0e904d76-3d3b-49cd-8ea5-b55cf3abd524,fn269,1.65,652,1024,48,649.73,327.82673835754395
155,3033505a-bbb2-4823-9b16-56cadd683e8d,fn271,1.42,696,1024,48,694.57,337.7206325531006
156,6103b65e-48d9-4f06-b2f0-9a9d9a4371e9,fn273,1.37,639,1024,48,636.98,352.4482250213623
157,5ae3a909-86d5-4c11-bee8-351661a25956,fn272,1.94,594,1024,48,591.25,297.11151123046875
158,3871511b-c468-4869-988e-b0dc28c747ff,fn277,1.22,493,1024,48,491.05,253.54409217834473
159,4afc8cd0-03f0-4c18-ab33-7a531a29f658,fn280,2.17,705,1024,48,701.99,343.7023162841797
160,0750ed94-36f9-4caa-b31c-b84965c86e45,fn281,2.45,704,1024,49,701.38,365.0174140930176
161,3dff6399-9e2b-4a61-a0a2-b7e672c76f36,fn282,1.64,642,1024,48,639.88,328.47142219543457
162,b2009f5f-3d06-4d94-97c9-d683cf743405,fn283,1.67,681,1024,48,678.93,368.2386875152588
163,08efac82-10cb-418b-9c5e-04ade6d23406,fn284,1.61,611,1024,48,609.03,297.96361923217773
164,91689230-fe89-4e7f-946f-38b98d36fa7b,fn285,1.44,603,1024,48,600.66,303.85398864746094
165,e163d9fb-744f-4964-9eb6-a75999a0eb15,fn286,1.49,687,1024,48,684.63,341.76158905029297
166,1ac27389-7e86-4b61-a001-855f58d1f38b,fn290,1.50,654,1024,48,652.46,322.38316535949707
167,433053b0-887e-4be8-8ada-a562f3d486f0,fn291,4.58,655,1024,48,649.57,352.1904945373535
168,7c2bcb66-1f61-4335-b117-a1fa939fcff9,fn292,1.30,348,1024,48,346.65,220.67642211914062
169,85068ca7-fec2-4ce5-8e8d-26f3691fa358,fn293,1.25,590,1024,48,588.62,302.5662899017334
170,a80d815d-7e53-4702-9f52-caae8845b586,fn294,2.44,608,1024,49,605.06,305.62400817871094
171,867e2c7f-ef7f-42ed-86a3-cc84f7d0b675,fn295,1.51,425,1024,31,423.33,78.05228233337402
172,6d373a8c-cca1-4f77-804d-dda04ce31866,fn297,1.28,695,1024,43,692.82,393.82457733154297
173,e283780a-5d84-4396-bea7-50274dea4de0,fn296,1.35,1455,1024,89,1452.70,1136.9307041168213
174,75199a6c-819f-4f1e-9ddc-2dfe44e25a57,fn298,1.31,622,1024,32,620.20,354.3102741241455
175,e1416d23-ebc6-49c9-99ff-fe946e75400f,fn299,1.28,483,1024,32,481.31,195.53875923156738
176,07cb9c98-6867-42a9-a3bd-77ea6b9de66c,fn300,1.40,891,1024,44,889.15,541.4950847625732
177,b152922d-7ca0-499b-82e4-4381bb984685,fn301,1.78,750,1024,44,748.06,441.85471534729004
178,4ba3d5e2-c782-4c5c-bdf2-98859b70276d,fn305,1.56,929,1024,56,926.91,657.6404571533203
179,3a5711a1-53bd-4657-9256-effbe1e00e6f,fn306,1.47,497,1024,56,495.18,347.8829860687256
180,63a77470-0705-4ad5-87f8-d670d3872e26,fn307,1.15,1025,1024,66,1023.59,675.6901741027832
181,1d03e0fa-b008-4e84-8ef1-8b8df6e70ca2,fn310,1.36,434,1024,31,432.54,156.34799003601074
182,ae87f2c8-f279-4979-a237-a7edcc7c7e91,fn311,1.55,1458,1024,58,1455.55,1145.625352859497
183,40c4ecdf-f45b-482a-9e07-163c788c1549,fn312,1.49,1042,1024,58,1040.20,633.1074237823486
184,ddfaf69b-3381-4422-98a4-7bb1dcb1d3f4,fn313,1.53,824,1024,44,821.86,377.43616104125977
185,b1a80461-f7d1-409a-9f6d-955da3d6be43,fn320,1.33,809,1024,52,806.91,528.1310081481934
186,e8595d0c-a42b-4ee6-a3cf-3ec12ba522bc,fn321,1.52,749,1024,53,747.41,433.46667289733887
187,014dde84-57c3-4575-ba88-032a1d0173b0,fn322,1.53,443,1024,31,441.10,129.8086643218994
188,cb77c264-a44c-4cf0-8461-a24b7ede5c94,fn325,1.31,484,1024,36,482.00,218.64652633666992
189,20689b67-ed4c-4df4-80b0-aebef23dcc92,fn326,1.54,1580,1024,66,1578.43,1290.520429611206
190,a4199a9c-304a-4208-a40f-de0742719f08,fn330,1.45,1242,1024,86,1239.79,970.1426029205322
191,773aa9fc-3c98-4a7e-a636-de3cf567ec26,fn333,1.47,1038,1024,64,1036.50,734.5337867736816
192,79f1ae1f-37cb-4ec2-9e61-d4fe9c9c1e96,fn334,2.58,996,1024,64,992.71,631.2735080718994
193,17adaff3-aa65-4f39-be8e-5ee222e6f7e6,fn337,1.20,724,1024,58,722.52,444.5326328277588
194,85ead6bd-1333-499e-a8cf-b3b03a84d61c,fn338,1.53,959,1024,58,956.72,671.3302135467529
195,e95ef85a-fd2e-4983-a346-369757e3a090,fn340,1.32,1007,1024,47,1005.26,723.6301898956299
196,2266322c-c0ab-4bb4-b3e2-108157f21ba1,fn343,1.11,902,1024,58,900.55,602.9150485992432
197,478abd61-e298-4913-9dd4-3da69618bc50,fn345,2.45,1359,1024,86,1356.30,1039.078712463379
198,07c85516-d6a3-4146-bfec-bc75339c9969,fn346,1.32,298,1024,30,296.54,22.049903869628906
199,de0ab9b5-cf10-43f8-aa94-c73b58d3bbf0,fn347,1.49,140,1024,30,138.32,8.716106414794922
200,53220306-7813-4e19-93b7-8ff769a0c1f1,fn348,1.41,344,1024,30,342.13,27.399778366088867
201,a8792c8a-1b46-480a-8d55-e676766b0e6d,fn349,1.68,376,1024,33,373.90,78.63116264343262
202,ca7da3af-7411-447c-ad93-436610359669,fn351,1.36,527,1024,33,524.81,217.51737594604492
203,ddf024fd-cacd-41bf-92c8-70b9e15e7c8a,fn352,2.65,2172,1024,47,2169.14,1820.9280967712402
204,1b56bab4-1fde-4e38-9bcd-e1bc55814109,fn357,2.07,402,1024,32,399.40,106.90116882324219
205,659fd1f2-a042-4c43-9b04-94a7e0df3188,fn361,2.95,782,1024,48,778.54,402.940034866333
206,f07a9551-4dfb-47cf-a923-2fc5398d12e3,fn362,1.46,569,1024,52,566.61,269.97900009155273
207,7f8e40c6-c107-4b94-9c6f-5fa872fef46a,fn363,2.07,865,1024,65,862.22,595.0086116790771
208,e26d2fd2-b32e-49a7-b285-7b2d6dd26341,fn368,1.37,218,1024,31,215.93,115.01049995422363
209,fe64f6a3-3ef1-4409-bf5a-cb0be04c4e24,fn370,2.95,627,1024,32,623.11,284.76953506469727
210,9ab209db-e63a-46ea-b260-ea4a3b9deb48,fn371,1.67,1199,1024,55,1196.52,911.2462997436523
211,7b608622-a749-44d2-8bd2-81b5ff5b5923,fn372,1.40,488,1024,32,486.25,156.79502487182617
212,231f374c-7af9-4450-b437-fdbd6765c2b0,fn373,4.97,963,1024,62,957.53,668.1594848632812
213,5cc400f2-d696-4820-8c7d-60f3228ea44b,fn374,1.41,805,1024,62,802.95,511.40308380126953
214,04ef738d-27b9-4f9a-a977-845ad0936adb,fn375,1.57,907,1024,62,904.74,587.6927375793457
215,eb7de033-b7e1-4df5-bbab-482185619288,fn376,1.26,868,1024,62,866.10,542.1514511108398
216,4efd3bbb-b72e-4c12-8c4c-fc6298538648,fn378,1.35,831,1024,62,829.58,519.7381973266602
217,20307c14-d06f-421e-9dd4-3c29b89fd8da,fn386,1.45,498,1024,31,495.59,164.5500659942627
218,79c4f890-5a4d-46f9-aa24-70ff49dc1ece,fn389,1.52,648,1024,48,646.43,342.23437309265137
219,128e6a27-eb55-4a7f-8ecf-57a5c5be1170,fn390,1.35,367,1024,33,365.54,85.52074432373047
220,9cc2bf7b-0e4f-498c-a8de-4b39f77b2fa1,fn391,1.30,771,1024,48,769.47,635.5745792388916
221,16fc3c67-0515-47f1-923e-ed86bc5c352a,fn392,1.27,1367,1024,86,1365.20,1069.2071914672852
222,703804d2-aadd-4d8e-98d4-1b5aed13dd84,fn399,1.79,1249,1024,48,1246.89,917.2718524932861
223,c76287cd-ea05-460b-aebd-6d58d737c15d,fn400,1.43,1076,1024,47,1074.36,753.2424926757812
224,ba3d0c2a-c228-4990-a83e-fbb3f1d8a9d6,fn402,2.19,547,1024,48,544.35,284.8093509674072
225,2868d25e-1320-4258-b8c8-4118974b2e58,fn403,1.46,631,1024,47,628.97,348.8142490386963
226,98b84c60-fb97-4c4c-9068-82f0bae9abb0,fn404,1.54,1004,1024,48,1001.50,664.3998622894287
227,f58c9abf-2a1d-487b-824c-674adf90eea2,fn405,1.12,612,1024,47,610.33,313.97533416748047
228,dfaafe23-af8e-47b2-8a6c-2f3337646d45,fn407,1.85,377,1024,31,374.59,29.391050338745117
229,71e61264-6ecb-41e8-9e1e-8e3f4698c30a,fn408,1.61,623,1024,43,620.46,295.914888381958
230,819cd50d-1f59-48b6-bcb3-4cdcf32600cc,fn410,1.62,646,1024,43,643.51,352.7815341949463
231,a2a831c2-3d08-40e4-95fc-c4bfd4bed47b,fn411,1.87,596,1024,43,593.88,298.3572483062744
232,67c8c582-56ee-49cf-bd46-d7bf454b8924,fn413,1.56,554,1024,43,552.06,261.77144050598145
233,9e6b5cbd-3275-44fc-8d46-830067745509,fn415,2.97,906,1024,51,902.59,589.1625881195068
234,0ff0dbec-6bf7-40e3-94da-23212652d363,fn418,2.32,322,1024,31,319.07,49.742937088012695
235,0fbfcb1c-0ace-4b76-b1dd-2193764b6705,fn424,1.55,363,1024,30,360.74,24.616479873657227
236,5219bc8f-c127-4b3a-89f7-14c22198434a,fn425,1.66,417,1024,30,415.18,28.460979461669922
237,d3dde526-d806-4888-8764-4b1b793e3b36,fn426,1.27,329,1024,31,327.46,27.180194854736328
238,1f6f6e29-ce15-4783-b439-84f9581db964,fn427,1.40,300,1024,31,298.17,25.12645721435547
239,9054994e-05db-42da-b087-a9cb5df11277,fn428,1.57,333,1024,31,331.28,31.958341598510742
240,fcdb9dad-f831-4d68-aaaa-be7d14f06407,fn429,1.57,572,1024,43,570.28,297.1370220184326
241,4df9dcfb-6436-47c4-a347-b85000a34a61,fn431,1.08,517,1024,43,515.00,247.05147743225098
242,377eb208-0d3a-4a13-9e1c-a390cd3783fe,fn432,1.80,566,1024,43,563.55,282.8996181488037
243,b3c1e5f9-1cdb-43e1-af1a-040f67499413,fn436,1.29,1072,1024,46,1069.72,786.5197658538818
244,59245aa5-ff88-45c3-8232-2586144281ca,fn437,1.68,716,1024,48,713.57,395.6475257873535
