,request_id,function name,duration (ms),billed duration (ms),memory size (mb),max memory used (mb),init duration (ms),import duration (ms)
112,75c2be67-723d-44cc-9768-f197a45bca03,fn196,2.57,482,1024,40,478.79,315.8562183380127
113,31d00c85-0440-48ff-815c-a40b74b0b623,fn198,2.40,403,1024,40,400.08,242.83146858215332
114,002b897b-7bfc-4a83-ab9e-0be65b33fad8,fn200,1.54,370,1024,39,368.40,198.38690757751465
115,ac8da9d7-75cb-4daf-8f08-eda22bab3782,fn201,1.81,425,1024,39,422.69,236.0835075378418
116,6f758dc6-7561-4300-8bf4-c0950dc54965,fn202,1.19,198,1024,39,196.29,103.37996482849121
117,fcd9a184-1c92-4b2e-a445-55c51d69f6ed,fn203,2.35,476,1024,40,473.46,248.1245994567871
118,f0a074af-a9d9-43f6-a3dc-cffdd37c6af7,fn205,1.38,426,1024,39,424.23,220.36194801330566
119,a1a2fa5b-4143-4865-a827-5d2acb7519ba,fn206,6.52,484,1024,40,476.90,257.01236724853516
120,4608f9cf-3acd-41fd-a72c-e6a73bcaab76,fn207,1.32,418,1024,39,415.96,263.8075351715088
121,07eae618-9c48-4a48-8871-f446dd9e3e6a,fn209,1.53,356,1024,39,354.27,219.73061561584473
122,0e601750-49a4-4cda-a904-334cc4f5f903,fn210,1.58,373,1024,39,371.36,201.8275260925293
123,e9755344-c818-4f7d-8da6-f0221053fdf1,fn211,1.28,291,1024,39,289.64,174.25966262817383
124,29bae00e-dc96-4552-8b0c-5a3e1e13bb5d,fn212,1.69,521,1024,39,518.86,265.05327224731445
125,921dfa45-b18e-41ee-b0c2-3f30a8835a94,fn213,1.41,522,1024,39,520.12,280.5342674255371
126,c08699d0-8004-4b02-b56e-9c85995117c7,fn214,1.35,415,1024,39,412.83,241.5318489074707
127,71553767-f73f-433e-bdb8-7cc522d7f3f2,fn215,1.45,370,1024,39,367.70,193.89653205871582
128,5002f3ba-c980-4cc3-89f9-44b7f000027d,fn218,2.59,312,1024,40,309.27,197.67332077026367
129,8b851612-30fd-4871-9863-6eaeb54c379c,fn219,1.30,561,1024,39,559.44,285.9334945678711
130,8b0cbcd1-ad9f-4022-95f5-798785e88217,fn220,2.20,479,1024,39,475.92,254.11486625671387
131,8849ab23-bf18-43b4-af6a-cf139203cf26,fn223,1.16,291,1024,28,288.85,81.06350898742676
132,9ede4db0-07e9-460e-9e00-37b761f79076,fn225,1.49,243,1024,28,240.92,63.66372108459473
133,2b6c86cd-3741-4c5d-91db-3c1fb7873c0b,fn226,1.44,238,1024,28,236.45,56.23483657836914
134,b8354a0b-7500-4f7d-b88e-30979cf5b8b8,fn227,1.31,231,1024,28,229.32,55.65285682678223
135,af118832-5685-4444-833a-b85b48829efa,fn228,1.38,285,1024,28,283.17,66.34640693664551
136,f3cc8ed4-810c-443f-a049-30a4df996471,fn229,1.59,320,1024,28,318.11,68.4812068939209
137,4a89407d-7bb0-426d-b78d-3388cde96a3c,fn234,1.20,249,1024,28,247.12,57.5103759765625
138,f61c1102-026a-40fd-ba13-4993fe8623a9,fn235,1.94,160,1024,29,157.93,40.55953025817871
139,03f3e297-4f16-4d13-a08a-7602ece48a59,fn236,1.55,278,1024,29,275.73,61.85340881347656
140,4b0d873d-4296-492d-a0b5-dd55418785a4,fn238,2.13,782,1024,48,779.72,546.6530323028564
141,f5040cc5-982c-4c3f-b6a3-d1d0c0ba8a6f,fn239,1.29,1188,1024,64,1185.92,1077.2473812103271
142,ec627c3e-d161-4b0b-9357-b3b4daff6958,fn240,5.66,119,1024,26,113.17,8.93855094909668
143,9874e7c7-cabc-4d61-8a32-1aacec24a1bb,fn242,1.49,1286,1024,82,1284.42,1051.9700050354004
144,9d4ac7b6-dd57-4bf0-b599-d2dd823dfaed,fn243,6.00,378,1024,28,371.49,113.85583877563477
145,9acbbd95-bf9f-421e-ab4e-a4be892f3a21,fn244,1.79,388,1024,27,385.68,146.9283103942871
146,d2ca67a1-5fc0-4660-a82c-f0dea63c69c8,fn247,2.49,269,1024,26,265.85,33.07509422302246
147,51f764e9-7179-4220-86ba-25402ac63208,fn249,2.29,292,1024,26,289.57,41.46456718444824
148,af081ebb-662d-4c9e-84ce-ff56cae5919a,fn255,1.48,241,1024,32,238.78,81.18343353271484
149,cfcab447-afa1-4129-9a47-b911bb7ad69f,fn262,2.48,1044,1024,58,1041.19,746.9034194946289
150,c178a15b-d960-4e03-a47d-1e48c32952b1,fn266,1.31,731,1024,45,728.87,557.5597286224365
151,81c8d97b-debb-4b37-b8aa-1261f937da44,fn268,1.16,379,1024,43,377.48,220.8716869354248
152,542e425e-8f92-49fe-828c-681839c358c3,fn270,1.49,584,1024,43,582.37,331.56704902648926
153,1cc4a66d-6121-4235-8968-58c002b7fc58,fn271,1.50,599,1024,43,596.74,329.21409606933594
154,c621a326-411d-4cf3-bd64-a1f5853e4eeb,fn274,1.47,481,1024,44,478.55,257.4589252471924
155,4df87ce8-0379-42c2-bb9c-0dc39006633b,fn276,1.60,525,1024,43,522.68,288.1808280944824
156,fd1f69b8-f6ad-44c3-ae5b-630d36e175d4,fn278,1.28,577,1024,43,575.30,301.3463020324707
157,172026b5-0fd2-4429-badf-8a657ac7b39d,fn279,1.43,414,1024,43,412.20,233.73079299926758
158,a918a8e1-c28d-4261-8b68-838a4cd33d7f,fn280,1.73,561,1024,43,559.05,309.9937438964844
159,2494c47c-3b47-4e06-9235-3cf17869da47,fn281,2.41,530,1024,44,527.42,344.4967269897461
160,6aaf7a22-f66a-4a59-837f-fd0a3f5261f6,fn283,1.54,413,1024,43,411.12,239.98165130615234
161,9cb1088e-b5e2-4d5b-9daa-afce0f7f73a4,fn285,2.10,576,1024,43,573.62,328.43804359436035
162,133efd81-be2f-4976-af52-cadd57fcf9cb,fn287,1.53,549,1024,44,547.46,319.8401927947998
163,83e47c0b-e6a2-4ca4-bf55-036ca56d888f,fn291,1.44,582,1024,43,579.90,335.4823589324951
164,cd7da2ac-21e6-4528-bfb6-aee7e2a2ba26,fn292,1.48,490,1024,43,488.51,315.4110908508301
165,aa40e9c2-96dc-4373-9256-5261500c4056,fn295,1.37,232,1024,26,230.18,43.20883750915527
166,2c9478f7-e6ac-4e03-baa0-eae4138d590d,fn296,1.50,1206,1024,84,1204.12,1046.4537143707275
167,8fdf9eec-c6e3-4082-88e6-85f4251d4fd9,fn297,1.66,512,1024,39,509.47,272.40967750549316
168,abcf5415-f474-498a-9061-a6e2d1b519f6,fn298,1.28,517,1024,27,515.23,276.89075469970703
169,d2bf3630-ea2d-4d58-8330-963da03c17a9,fn299,1.20,276,1024,27,274.57,110.45646667480469
170,62887e88-e5c7-48dd-a8f6-57fd470aad26,fn301,1.98,486,1024,40,483.40,308.04967880249023
171,98769fe4-3914-44dc-92a9-97335cc4f6bc,fn302,2.58,1874,1024,74,1870.78,1638.118028640747
172,452e514c-6b3b-4618-b6af-cfbb75a43dab,fn305,2.27,600,1024,50,596.84,366.5025234222412
173,a6a783d6-bb57-4144-93af-0b6831a1b9f0,fn304,1.23,805,1024,50,803.20,612.506628036499
174,32d92e4a-a591-489f-a6c9-d9b249807bdd,fn306,1.32,653,1024,49,651.58,429.3956756591797
175,279f4b79-3655-4334-ac7d-ad7416fb7bd5,fn308,2.31,1522,1024,52,1519.07,1238.6889457702637
176,6979fefe-618c-43ee-b355-f440df274e7c,fn309,1.41,984,1024,52,981.92,758.0323219299316
177,3c64787f-1c4d-499f-9683-d29194c4d78b,fn311,1.26,836,1024,51,833.82,603.172779083252
178,066be1da-1403-4f2d-b418-afaaeec48ee0,fn312,1.56,670,1024,51,667.73,408.618688583374
179,59f7666e-6e47-42c9-82bc-4bf2b9a40586,fn313,1.27,660,1024,39,658.30,379.40216064453125
180,faf0c302-c91a-4ed4-ade0-708735fb4009,fn317,1.36,193,1024,25,191.04,11.188268661499023
181,f305964a-1e11-416c-854b-ea7d8bd13e03,fn322,1.56,437,1024,25,435.39,139.40072059631348
182,57774729-ff7f-42a6-a3f6-0fd86fa98e3e,fn323,2.54,345,1024,26,342.01,108.70814323425293
183,79132a9a-d6aa-4928-bd96-b5d1a25ae911,fn324,1.50,263,1024,26,261.20,74.12171363830566
184,9f605bc6-2ad6-47a9-998f-1b3b06abeaca,fn325,2.26,252,1024,45,249.23,174.97920989990234
185,bad2cb08-44e9-43cc-a618-c52c7cc9dc9a,fn330,1.14,868,1024,81,866.06,762.9930973052979
186,4d76a4c0-1179-4767-b7d1-4c493fda1a70,fn329,1.28,1158,1024,81,1156.14,985.7251644134521
187,1342ae6a-dec6-493f-bb5c-1436f35938df,fn331,1.42,1257,1024,81,1255.34,994.840145111084
188,ca992629-bc62-4ea9-aecf-7ad03e88606c,fn335,1.34,190,1024,26,187.94,31.06212615966797
189,099c86da-02f5-4ddb-bc67-dc8df6b07eff,fn332,1.53,1146,1024,81,1143.73,941.631555557251
190,36426475-a51f-4059-9a19-a8fd48908e68,fn333,1.44,927,1024,70,925.49,718.3394432067871
191,2229bde0-6df9-4a83-bd98-7494d970fa96,fn336,1.29,511,1024,52,508.79,408.07223320007324
192,4f9feb63-7e9d-4d1f-8cc8-311e57cd311e,fn338,1.37,776,1024,52,774.59,493.192195892334
193,ef4bfdfc-d6f8-411e-86fd-d3339ee72dd8,fn339,1.79,661,1024,52,658.76,420.73845863342285
194,e3c7071f-7035-41d0-8d77-d88a7822c197,fn345,1.72,1169,1024,81,1166.57,939.3024444580078
195,21e41ffa-3553-4295-8903-f976f59e6255,fn346,1.70,238,1024,25,236.25,129.42934036254883
196,173d3e77-e33e-484c-a8bd-00833ebd976f,fn347,1.21,90,1024,25,88.01,6.632089614868164
197,58420ba7-1311-4cea-a43f-283f47fddefd,fn349,1.14,175,1024,28,173.84,37.90163993835449
198,eac9f6b1-fcfd-4301-8ec2-d295d2d4def9,fn350,1.30,235,1024,28,232.81,91.1407470703125
199,52945906-6969-4949-ba3c-f42ab0dd7d14,fn356,2.00,1203,1024,70,1200.38,953.7479877471924
200,78e6ae0e-6118-4c39-a360-71d12b8e3a97,fn354,3.79,4087,1024,77,4082.39,3867.9397106170654
201,7a449018-1041-4ed8-85ba-52bd107d90de,fn357,1.14,3780,1024,100,3778.20,3467.9017066955566
202,cd80a6c2-4ecb-46f8-ba61-64a36b748798,fn360,2.53,596,1024,44,592.60,330.9352397918701
203,714a4529-c7d4-44b1-8ea5-85e57e16bba1,fn364,1.28,861,1024,70,859.14,689.6007061004639
204,e8fbcb5a-4f14-4cb8-8bc0-ea1a2521400f,fn365,2.20,993,1024,70,990.53,709.7115516662598
205,55d1e38c-4e4e-4b35-ab7f-7a4109f6f80d,fn368,1.16,184,1024,26,182.76,28.031110763549805
206,9e2f92b2-d6fc-42ca-90f3-c6adf75ca6e4,fn369,1.54,236,1024,26,234.40,35.547494888305664
207,9d85fead-7656-42ea-a6c2-74a1306510ff,fn370,2.39,369,1024,28,366.33,144.78492736816406
208,be9cfd13-6dd0-433d-ad0f-052a975408c2,fn367,1.51,2861,1024,136,2858.94,2653.778076171875
209,df249f89-50fc-4f93-b58a-aaac28aba285,fn371,1.31,985,1024,47,983.33,714.5202159881592
210,497a318e-1ce4-434e-aa6f-aa0bf6c94727,fn372,2.29,647,1024,58,643.90,419.0504550933838
211,2cccde53-9f66-4026-a197-530487c9d055,fn373,1.51,953,1024,54,951.25,519.1657543182373
212,f97040d2-78bf-4199-8d68-9831f64782ef,fn374,1.68,800,1024,54,797.38,528.1686782836914
213,0ee33841-a186-4e20-ad2a-9526e1b21442,fn377,1.60,693,1024,54,690.62,460.6931209564209
214,655e87f2-8b9a-4caa-8a8c-5c7a5902c1f2,fn379,1.19,734,1024,54,731.89,473.16813468933105
215,c5a77ed5-3a3f-48ea-a513-974040e4d3e9,fn380,1.29,377,1024,44,375.65,217.89264678955078
216,ba67dbbe-6432-4ad8-80b9-e3fc0677bb77,fn381,1.93,493,1024,39,490.44,249.76229667663574
217,651a6647-7d01-4d40-8826-799c3886c7e5,fn383,1.44,438,1024,39,435.59,249.00174140930176
218,667bd461-9d21-4046-b08f-986b4cf1fcba,fn384,1.59,515,1024,39,513.02,274.2912769317627
219,d7d4897a-b338-4a97-90e3-f9d8ae40925c,fn385,1.28,359,1024,26,356.89,77.10123062133789
220,fe7b4620-39e6-4224-acf0-eff849a83d6c,fn387,2.32,386,1024,26,383.27,132.2474479675293
221,9d8be03d-05de-4e43-adc7-ec6ab9ec202f,fn388,1.41,277,1024,26,274.97,57.23929405212402
222,68bc4691-d72d-4806-ba77-3ea892d10ff6,fn389,2.20,493,1024,44,490.16,264.16683197021484
223,ff376129-9cc3-49a5-94d8-a428259e567a,fn391,2.85,764,1024,44,760.89,478.07979583740234
224,d08bf93c-adeb-4b22-8a68-0d4f5e4dabe4,fn395,1.38,588,1024,47,585.92,360.8126640319824
225,2f75487e-75fb-4916-af05-ae6fbb72dd1e,fn396,1.70,878,1024,43,876.22,610.1808547973633
226,2a381591-fcfc-46e6-b47d-903cfb1a7324,fn397,1.61,491,1024,42,488.62,301.6393184661865
227,07949a1e-24c4-4916-abf0-8a3f506b0b9a,fn399,2.17,496,1024,43,493.31,280.32922744750977
228,02dd7250-5119-4dfd-bea8-1e0b95f9f493,fn400,1.24,596,1024,42,594.61,367.6869869232178
229,c365eea6-20a8-4a1c-bb72-f378e4146f05,fn401,3.16,561,1024,43,557.34,316.26224517822266
230,db54d097-9ea4-44a5-8b95-c6c36e0209bc,fn403,1.49,659,1024,43,657.36,356.58717155456543
231,a6aabfb8-2e49-4eeb-be69-db02860aa504,fn404,1.61,473,1024,43,471.08,292.0973300933838
232,ce5bece3-db6e-4e77-b430-39b2913d068a,fn405,1.39,555,1024,43,553.09,345.8900451660156
233,34cc919f-ed89-48a7-9d58-8d984af7f92d,fn406,1.37,286,1024,26,284.23,38.90657424926758
234,f27d8a76-53f1-42b7-bbf9-3994abeaafcd,fn408,2.27,599,1024,40,595.75,290.9841537475586
235,fdac48cc-d50f-4675-861d-c535f7387cdf,fn412,1.54,276,1024,39,273.62,171.25988006591797
236,18358cde-7070-42f8-b172-e56b99f2cf22,fn416,1.31,116,1024,26,113.95,13.417243957519531
237,83ccd58a-29ec-4548-af2c-9ef3fb9af62d,fn418,3.65,327,1024,26,323.09,65.52457809448242
238,a80dd97a-a60a-439f-bc82-0ca076679814,fn421,1.76,572,1024,43,570.10,337.693452835083
239,632eefe1-469b-4562-856e-869733e40cde,fn422,4.69,620,1024,43,615.21,317.9483413696289
240,4a806541-e156-4a68-8888-b31841070826,fn426,1.39,386,1024,26,384.12,172.84393310546875
241,94f4104c-6859-4e5d-ade7-f630ac14579f,fn423,1.37,2590,1024,81,2588.31,2473.7987518310547
242,c1a2d833-ac71-4506-a428-86822fc253ec,fn429,1.62,504,1024,39,501.62,264.5409107208252
243,9a545fcb-fce7-4b98-be1e-0ce1ba8ac3e0,fn430,1.67,531,1024,39,528.67,294.99197006225586
244,525bfd97-db0d-48ea-8ce2-ca2cd23f9891,fn433,1.51,413,1024,39,410.55,230.44824600219727
245,0fe242cb-89b3-45ce-b18f-d3833503a30f,fn434,1.50,449,1024,39,446.57,236.44161224365234
