,request_id,function name,duration (ms),billed duration (ms),memory size (mb),max_memory_used (mb),init duration (ms)
68,3b4639e9-1880-4fef-ae5c-35a6a41107da,fn77,2.73,414,1024,57,410.56
69,f432be36-f34d-4ee7-a115-2210055ceb9e,fn74,1.27,371,1024,57,369.34
70,a555880f-980c-4b73-8e5e-8b3a56e40ecf,fn78,1.23,315,1024,56,313.51
71,27453be3-8405-48b0-83e4-b5b5aab64784,fn79,1.32,392,1024,57,390.57
72,dade84ed-da53-4aa7-b890-5f57a6d84f9e,fn80,4.72,357,1024,57,352.12
73,6d13aa45-0c47-463c-9217-3fc8971d3322,fn81,1.75,421,1024,57,418.42
74,fd125398-7e32-49d4-87db-7c10af07e988,fn82,1.42,304,1024,57,302.23
75,595d268d-3a10-403f-a2f8-5212c3155096,fn83,1.38,326,1024,57,323.67
76,a12ddf59-e056-452c-b008-11b9856d8b4d,fn86,1.27,384,1024,57,382.38
77,4faa86c1-a3dd-481a-a2b7-ab68ea630394,fn88,1.39,397,1024,56,394.97
78,4e40ebe5-9590-4ba0-8e44-42c031bd4a43,fn85,6.51,394,1024,57,387.40
79,73a36bd8-975f-4b2c-a3c1-14218205cc7f,fn69,2.44,801,1024,81,798.01
80,770846f6-27f2-4b60-a664-0a1e590f5c3b,fn87,1.37,367,1024,56,364.94
81,3fe24bd9-f438-4d83-bd7d-5d0653f5e582,fn89,1.34,365,1024,57,362.80
82,a9ac4fa3-3a9e-4238-839e-143530f8d302,fn90,1.39,409,1024,56,407.52
83,0e78df39-4968-4535-ac62-74917470b380,fn91,1.41,295,1024,57,293.52
84,2953f357-da71-4909-bd9d-07685c20c908,fn92,1.61,504,1024,57,502.07
85,70a08dc2-5b70-4073-9fee-a4334b58d66c,fn84,1.33,363,1024,56,361.18
86,017bf5f6-9f27-4895-9654-f3b545a41cd3,fn93,1.44,1509,1024,91,1506.79
87,5c04dbea-feaf-4ed8-b197-c93bcf8cfe5c,fn94,1.30,1115,1024,90,1112.84
88,17721d61-b2c9-42fa-ae6c-fbab7894f11b,fn96,1.60,181,1024,28,179.22
89,7493d096-f55f-40ab-9ac9-c93d2708f0c8,fn95,1.53,826,1024,81,824.25
90,37d800e1-c360-46d8-a03c-2d2eb7db262e,fn97,2.52,141,1024,28,137.77
91,d2a01a97-d030-4b16-ad68-69244e7d1013,fn98,8.43,224,1024,28,214.76
92,526c59b1-938e-4e54-a558-2b0cf067434e,fn101,3.69,117,1024,26,113.05
93,51d4bce9-55be-46c9-a6dd-175ada8b2157,fn99,1.59,102,1024,25,100.17
94,8446a7fb-b61e-46d2-beb8-8a545587a8bc,fn102,1.91,580,1024,82,577.74
95,ca25fa55-d346-4e7f-8ec0-3184b003365e,fn103,1.55,412,1024,52,410.30
96,9001f65c-acfd-4e55-8bcc-5ef2c1db0bd8,fn106,1.38,167,1024,26,164.84
97,0d17f87c-cd94-4de3-a52a-f5a322270752,fn105,2.01,1213,1024,127,1210.82
98,644dc9b4-7857-43a8-b91d-99b2678cddf6,fn107,1.61,139,1024,26,136.60
99,a1b1f0f8-0207-4866-b11f-f46c69b5b081,fn109,1.63,169,1024,26,166.46
100,3112480d-3762-4bfb-94e3-4e37f3fc37ff,fn100,1.70,182,1024,26,180.04
101,cec43ab0-68ab-4c02-b466-2340f8c99e11,fn110,1.46,155,1024,26,153.38
102,a4185e26-d41f-47ab-a8c5-428bb1014655,fn111,2.14,274,1024,25,271.80
103,610495e7-7385-4ffa-9028-a9f5e03fa5ce,fn104,1.17,2011,1024,177,2009.40
104,8a92c993-0b60-4faa-8d01-006e4d6468fd,fn108,1.39,176,1024,26,173.78
105,13efba69-3943-4c88-a892-067fc8462a2c,fn113,1.23,114,1024,28,112.75
106,c4f5e6e9-526a-4aff-9eb5-676ba5ba4d57,fn115,1.55,131,1024,28,128.75
107,76511ba0-6fa5-4e82-a3aa-209be137723b,fn114,5.39,138,1024,28,132.05
108,76acb8f6-d01f-47d5-88ab-c2831ff73b62,fn116,1.33,97,1024,28,94.84
109,fe413a31-3349-4fd6-8ccc-1b706b5f362b,fn118,1.46,193,1024,28,190.95
110,45a5c329-9271-469b-b810-36c45eb56db8,fn121,1.58,184,1024,27,181.68
111,519e362c-6467-445e-ba63-53ed6e8b937a,fn119,1.88,134,1024,28,131.51
112,8723583e-2588-4b65-be6a-a4b77481b8a8,fn123,1.26,277,1024,37,275.51
113,fac9ad75-e05e-4e54-80f0-7c15f8b63507,fn120,1.41,194,1024,28,191.79
114,8bc6ee8c-8bef-4df0-a330-af4ce91037fd,fn122,1.80,159,1024,28,156.53
115,8a0441d5-cd21-4afa-a996-9503bac70f13,fn125,1.10,383,1024,39,381.25
116,a0ab61f1-ab9d-440e-9b0d-dc930166d9a7,fn127,1.34,282,1024,39,280.37
117,dc749a50-f80b-4c78-8e7c-4b27cb073294,fn128,1.38,182,1024,27,180.56
118,f9cfd9e6-4170-4689-8869-c197972c6677,fn126,1.26,234,1024,39,232.25
119,a833c2bf-f64a-49d4-8555-88bedfa6e8cf,fn117,2.71,195,1024,28,191.91
120,3d919bb2-e8ab-4ee2-be16-bbb4338025ca,fn131,1.38,178,1024,27,176.01
121,9282b47b-7fa4-4b38-810a-9c07e7879278,fn130,1.25,164,1024,27,162.36
122,599e572a-7571-4122-b90c-5658808c6664,fn132,1.49,221,1024,26,218.92
123,4e868897-8d83-4be5-b071-b1b2b0c6152d,fn124,1.20,247,1024,39,245.52
124,3c353b4d-d6d1-4c8b-baff-e5196ad0354a,fn135,1.32,120,1024,25,117.80
125,0bfb0b5f-8f46-41a6-85ad-daeac2350fdf,fn133,5.62,132,1024,28,125.47
126,8d141b83-7719-4a23-a166-7c93beb795a2,fn112,1.61,203,1024,25,200.71
127,71df7823-40a4-410f-bd1d-6770c42819b3,fn134,1.37,1439,1024,101,1436.97
128,15712be1-9540-4882-b831-5cda89f21d76,fn137,1.30,120,1024,27,117.92
129,eeadb7bf-c1eb-48ef-a38e-2838cd5f5ddb,fn136,1.26,369,1024,31,366.77
130,7cf88863-61d4-4a8e-a51b-e8ee4388ada1,fn138,1.89,1440,1024,98,1437.16
131,51da000f-8004-4db5-a83b-140e5388d133,fn139,2.71,175,1024,26,171.89
132,c6f42395-b757-42a1-bd74-4172160ab8bb,fn142,1.51,251,1024,48,249.35
133,a2a9de1c-4dc7-42b4-aeb8-bfc48481d43e,fn141,1.37,322,1024,43,320.31
134,30c4cb18-a0de-4b3e-9b46-58f418356976,fn143,1.69,346,1024,47,344.27
135,e78c2f10-d419-4187-b63d-a0183bc3133b,fn129,1.94,173,1024,28,170.48
136,cdc7de35-6f5a-42c5-ae7d-d9bdae6f604b,fn144,1.04,247,1024,45,245.35
137,1face46a-1634-411a-ba13-624ca4a325d3,fn140,1.36,138,1024,26,136.59
138,dfcd6be3-905c-4c7c-8114-aee4e6bf512d,fn145,2.60,170,1024,26,166.77
139,03b1064f-cbf9-4e12-b1e3-ea2fac5f4a28,fn146,1.40,556,1024,59,553.80
140,5cf17d91-1645-4e54-8421-b7706ae0cfa6,fn149,1.74,101,1024,26,98.63
141,d400c7ea-66f0-42d7-91e8-6e09a5b1b8ad,fn152,2.41,101,1024,26,97.86
142,524174b5-1a90-4958-a6a7-9da5d71c522f,fn148,1.33,374,1024,42,371.67
143,9ab6152e-0b2d-4675-94cd-6a9687230304,fn151,1.15,165,1024,43,163.58
144,70a91f33-5b70-476f-94e7-94692b65010f,fn147,2.02,464,1024,52,461.51
145,aa495300-8f72-47c5-8975-4a5ab9e0b51b,fn150,1.54,119,1024,25,117.18
146,180851c9-e340-4c1c-b100-a30b76d4fce5,fn156,1.59,250,1024,43,247.54
147,66317794-7a6e-4243-be3b-d955f6888de2,fn154,1.26,293,1024,43,290.98
148,779217e9-ae42-4958-98fa-c58ad4118fc1,fn157,1.66,342,1024,43,339.84
149,30c6dbea-ae60-4718-b337-37ab801d162b,fn160,1.35,250,1024,42,247.90
150,96ee6ef3-1605-4503-97af-85c90e871af5,fn158,1.27,264,1024,43,261.95
151,7e7888ca-5f5e-47f1-8abe-481cdff486c1,fn162,2.19,120,1024,26,117.37
152,0bd2edf7-6102-4761-bb48-84647b1fb9d1,fn159,1.39,420,1024,44,417.85
153,f5cbb0fd-5cda-4797-8795-95df48d989cd,fn164,1.42,533,1024,58,530.80
154,f0b9c0de-5538-4066-984e-f800ea8d0d1c,fn163,1.78,181,1024,26,178.92
155,414572ab-3081-4d9a-a4ca-6220f38be723,fn165,1.34,152,1024,25,150.62
156,29f3a8bd-62a3-4f81-ad40-e737b61c8164,fn168,1.61,125,1024,25,123.39
157,0f0bfb87-a2ca-4890-a820-1087d53471b8,fn155,1.65,342,1024,43,339.95
158,ac7efff2-cdb8-4279-8dd1-2163540522c4,fn166,1.51,115,1024,25,113.04
159,9869d3ee-bef5-4f49-8ef1-1c5eccab11e4,fn169,1.20,123,1024,25,121.51
160,b364d77d-13c6-45ec-8f92-9173fab7229f,fn161,1.28,149,1024,26,147.01
161,0d68c14a-1026-4811-8435-77f15adcfbc8,fn167,1.17,102,1024,25,99.88
162,e0305cbe-05ff-4f56-b4b6-dc3b419c0135,fn170,1.72,328,1024,45,325.31
163,038bd167-afe4-4ce1-8af9-4e8186709fd0,fn172,1.34,1330,1024,90,1327.87
164,7a6e3cda-9bbb-422d-a73d-417400557453,fn173,2.52,526,1024,40,522.76
165,ee01cbfb-a254-4a45-9ffb-fe7af948de7e,fn175,2.33,368,1024,40,364.84
166,9b15d21e-25f7-4f58-a316-b81c29b0fd97,fn177,1.37,234,1024,39,232.24
167,971d1ce3-3cdc-4490-ba72-4fb6eeeac7c2,fn178,1.46,351,1024,39,348.67
168,89c4eae7-caca-4391-91eb-eb0aa80797ab,fn176,1.69,324,1024,39,321.65
169,54ddedb6-5da2-4793-8539-ddbf1eaeb35c,fn180,2.00,273,1024,39,270.10
170,a45cc0a1-accd-4695-b51a-9b03420c43be,fn174,1.57,295,1024,39,293.25
171,d6266d90-518d-467c-ba4a-3c08e5c39f4d,fn181,1.75,314,1024,39,311.75
172,978c2a52-0a65-45fc-8a48-03edaaca500b,fn182,0.96,210,1024,39,208.61
173,cbf1869b-ad2e-45f9-97b4-3d061b77c026,fn185,1.36,309,1024,39,307.53
174,8769ee7d-6dcd-44e0-a8b0-9ae1954223ec,fn184,1.35,264,1024,39,262.39
175,fe6f2587-6513-4a30-86c4-334bfb46a146,fn189,1.37,221,1024,39,219.49
176,4df21222-2cac-4e1b-a985-9d74811450a4,fn187,2.32,248,1024,40,244.86
177,83faa62e-16b2-49d1-84ac-addc872fc242,fn190,18.09,522,1024,40,503.45
178,af954296-cd24-4cb3-a4b2-95ceef7cacc7,fn192,1.31,278,1024,39,276.07
179,1d677f33-e33e-42d2-b739-ea56ceb49204,fn191,1.06,223,1024,39,221.34
180,16980e93-9309-4bdb-956b-e336b8ee99bb,fn193,1.02,265,1024,39,263.09
181,c520d82a-d890-4f5e-b06d-51a06eb35835,fn194,1.29,257,1024,39,255.55
182,8bb96be5-1ba6-4a85-ab28-02cb88097c4a,fn188,1.62,278,1024,39,275.68
183,27e45913-5594-4128-8e09-2c5e56b9ed04,fn171,2.43,324,1024,46,321.47
184,e38f83c3-3ce5-4fa3-b510-fb790b17159d,fn195,1.37,203,1024,39,201.29
185,0fdc8421-ef23-46a8-bf41-bdb71b906539,fn197,1.85,312,1024,39,309.29
186,7bd52430-cf38-4fce-8fac-252b3b1f92fc,fn199,1.42,209,1024,40,206.79
187,f18c425b-c1b7-49b1-955f-0306b7291263,fn198,1.42,321,1024,39,318.97
188,4e6d2023-1c80-4052-bef5-9145c511de82,fn183,1.63,228,1024,39,226.16
189,4cbe32a4-e8ed-44c0-8600-1fd1ed0d6ed0,fn202,1.93,441,1024,39,438.81
190,8f345de3-6685-45e1-b11d-994387f2bb33,fn196,1.37,264,1024,39,262.47
191,dc2b29ac-f9f2-4d2b-8834-bc7a0315dcbe,fn200,1.16,248,1024,39,246.60
192,7f6bc840-a9a5-4a1c-935a-9492d0772602,fn204,1.40,225,1024,39,222.84
193,9e13a40d-e078-43fc-a35d-a4d8d4eb6471,fn206,1.19,309,1024,39,307.76
194,13869b13-5938-48d5-a0f3-63f6f6942a70,fn205,1.26,258,1024,39,256.72
195,35f82c72-cc6e-4bc8-92a6-a922b782a9ae,fn207,1.38,348,1024,39,345.84
196,6d9aa544-26c3-4466-a46f-5b5e82ffc702,fn209,1.62,270,1024,39,267.88
197,6e32a39a-9d60-40a5-9ccf-5cce6317a591,fn211,1.85,266,1024,39,263.40
198,b4c37fbf-dcdd-4f14-8ff5-1a8f63aa741e,fn210,1.25,185,1024,39,183.15
199,7508a7cd-2784-4b34-8450-5f1d6f381d77,fn212,1.45,288,1024,39,286.00
200,bf288510-2403-42c3-afe1-2042160c9e8d,fn203,1.21,239,1024,39,237.14
201,b0a49b56-1793-43bf-a826-9701364f0fae,fn214,1.52,282,1024,39,280.34
202,c9b02eec-cfce-472a-a261-ddf90f109bc9,fn208,1.53,236,1024,39,233.50
203,18d34e8e-55ab-4324-b539-00bd3bf1ecb9,fn201,2.49,243,1024,40,240.24
204,e4a588df-0ec8-4e71-8206-5c633d2b9235,fn216,1.42,250,1024,39,247.87
205,f411d84f-2def-4e1a-970b-668fce3a4f02,fn215,1.40,216,1024,39,214.50
206,c5c19a11-1185-4a6e-bca7-0d3e59d181b3,fn219,1.56,235,1024,39,233.08
207,119ab214-eb97-4d22-9b83-528f25aecc69,fn220,2.02,309,1024,40,306.75
208,04e5d0d4-1b48-4872-85a7-bcf450f415a6,fn218,1.63,280,1024,39,278.24
209,988b6662-ce2c-4252-b904-60af0cda228a,fn213,1.34,311,1024,39,309.06
210,82397c87-4cd7-4811-a1b6-b078c3e5ddcd,fn222,1.32,234,1024,39,232.55
211,001b4383-72f1-49df-b77e-93a41379fe23,fn217,1.41,280,1024,39,278.44
212,00dc9da8-797b-4bf7-91c9-531e7bd71311,fn223,1.20,123,1024,28,121.39
213,cbdec0a0-d4c3-4b24-93d1-2e4792f061fd,fn224,1.44,259,1024,28,256.65
214,c615fd5d-d16e-4287-9475-96938d3694b8,fn226,1.63,191,1024,28,188.82
215,d1bb60bc-d94e-4016-81ed-bc1044212016,fn228,1.44,144,1024,28,142.11
216,c7c4277f-cf88-400f-b632-5f22bf18ced3,fn227,1.37,314,1024,28,311.89
217,b6f1b5e1-2661-4285-9250-8da3becf8de4,fn229,1.35,295,1024,28,293.32
218,d4f2253d-6936-4de3-a83f-d0f76f76b6c8,fn221,1.48,297,1024,39,294.53
219,11528464-a302-4641-b6aa-ea8cd91b9921,fn232,9.62,210,1024,29,200.06
220,e0de3c72-eaee-4bfa-8556-684dfa133bff,fn231,1.31,162,1024,28,159.84
221,6d742a50-d57f-4000-baa6-c16067a7cbdb,fn233,1.51,147,1024,28,145.46
222,5eb5ef96-e6e5-478f-8ff1-76185a253121,fn225,1.56,142,1024,28,140.28
223,05bd8fbe-f6c9-4e46-a5d5-2757a6430220,fn235,2.17,144,1024,29,141.00
224,8a58299b-bd25-4e19-84dc-8068f275d66b,fn234,3.75,165,1024,29,161.02
225,1f0e387c-68cf-4c51-b288-e2fc89ac832c,fn230,2.37,265,1024,29,261.80
226,dd142c5e-5e5e-4db6-b993-73748027b55e,fn237,1.14,140,1024,28,137.97
227,afec46e4-991d-4351-b21e-7a09f245d0e2,fn238,1.41,332,1024,48,329.78
228,47f5ccfc-9684-42df-8cc0-c24310386e39,fn239,1.25,558,1024,64,555.88
229,d7c2baa7-c392-4a84-a972-723fee630e19,fn240,3.38,114,1024,26,110.59
230,d9e5c4b2-4078-4c7c-ad42-c428f148dcc0,fn241,2.18,101,1024,26,97.89
231,1dcbdda2-3bbb-42a3-b67a-83a123999280,fn236,1.37,131,1024,28,129.36
232,65f7dd8c-dd73-4087-990c-112bb080ea42,fn243,1.16,408,1024,28,406.13
233,daf750e4-b28a-4a73-8a4b-0e51abd52858,fn244,1.53,153,1024,27,150.60
234,49342cf3-b252-42c7-804d-bb553b504dd0,fn246,1.18,146,1024,25,143.94
235,84524c71-358d-4807-be66-4af2d14f1551,fn242,15.13,1122,1024,82,1106.43
236,34c8e252-94e0-4987-9ede-2c91d3d54668,fn247,2.02,103,1024,26,100.69
237,c7786843-a1d2-4364-9b95-ac072c5d4a3a,fn248,1.36,152,1024,26,150.35
238,dd1aad1c-f606-454e-b620-9eb470211090,fn249,1.42,156,1024,26,154.00
239,6649db56-f000-4eaa-8fc7-8e198d760eab,fn250,2.26,98,1024,26,95.67
240,c5ab1f25-dbf8-4154-b7b6-7b226838390f,fn252,1.38,142,1024,26,139.89
241,f11051b0-447b-4848-9e03-902cd06f4c0a,fn245,1.77,455,1024,45,452.67
242,486a1f32-90b0-4dcf-a6f1-bf9384a2ff2b,fn253,1.55,122,1024,26,120.38
243,3d33edc1-71cd-4f09-8877-136455504f8d,fn257,1.79,670,1024,70,667.98
244,50b4edb6-e221-4cdb-805e-bcb0d00f8b51,fn251,1.75,124,1024,26,121.45
245,6df513d3-0128-4896-8ce1-66d2333c4161,fn254,1.57,765,1024,77,762.70
246,19f796a2-e16b-4ce9-8403-1501a3c09115,fn259,5.05,710,1024,44,704.76
247,35b5cab5-792f-4224-b1dc-86c9dd4fa927,fn261,1.25,121,1024,25,119.25
248,f7f8bf9b-d9bc-471b-9083-37bf74d48f77,fn262,1.83,433,1024,58,431.10
249,55aa0e23-5977-4136-b82a-8101dffe6106,fn264,1.99,173,1024,39,170.40
250,c2b4e777-155c-4018-92b4-707c53928d22,fn258,1.54,583,1024,43,581.24
251,31a68516-58b6-4996-9275-d79aecb394d9,fn263,2.46,471,1024,58,467.75
252,7fb65644-42d6-49e6-a910-3792336bda03,fn265,1.62,374,1024,38,372.04
253,5c69453d-aeae-464f-9789-19758203ddb8,fn267,1.35,380,1024,43,377.76
254,9ad1220f-8176-4334-b0a1-a497d4a0cad9,fn268,2.32,602,1024,44,599.26
255,6d3e66a5-23c9-404c-8045-11f1192b64cc,fn269,2.87,536,1024,44,532.73
256,996c91bf-9da2-49a0-a6fa-b4c3ffbfbecb,fn270,1.55,319,1024,43,317.12
257,b409e1d4-45a8-455f-a670-ccc08e8efaa0,fn260,2.67,127,1024,26,123.83
258,e69bc535-c26b-428e-91cd-06d0c958599d,fn271,1.33,303,1024,43,301.18
259,624d52ce-8048-4d9e-8013-093d45a88d77,fn266,1.39,320,1024,45,317.69
260,f7bc0fcb-fe9b-474f-a7ec-2e872abb2992,fn272,6.39,382,1024,43,375.30
261,cf72beca-8bb1-4d4c-946a-25bea2086843,fn273,2.68,306,1024,44,302.47
262,32d1e1ee-c8c9-4193-ac70-2753a2d13980,fn276,1.72,346,1024,44,343.45
263,ea2839a0-f66e-4565-aa09-874ea4c51e42,fn274,1.70,311,1024,44,308.71
264,e66fbe67-b203-4b87-92bc-a29e224b0e4b,fn278,4.57,337,1024,44,332.38
265,865e50df-4873-4d0d-82f9-c64444354286,fn277,1.72,489,1024,44,487.27
266,f2b96727-a30e-4209-9ea2-b3dbf2852733,fn279,1.25,292,1024,43,289.88
267,e33d2f5d-631a-41d0-867d-2847bc6f9af4,fn280,2.64,330,1024,44,326.50
268,c0badcd0-eb16-4f8a-9b73-c7e8666f340e,fn275,1.22,328,1024,43,326.17
269,26a2e003-9e16-42d3-8977-c802ffa2f3c8,fn281,1.20,240,1024,43,238.15
270,cecb7cb9-a2aa-4205-8f2f-789c9a6ca999,fn282,1.18,266,1024,43,264.52
271,a02b4e44-6cd6-4460-b2f3-0a250e09a488,fn283,1.41,338,1024,43,336.58
272,9127c5a1-c6b2-4dcc-bf57-760de71bd906,fn285,1.51,298,1024,44,296.43
273,55e1ad1b-1111-4b75-94cd-3bc2b7d2cf0e,fn286,1.44,325,1024,44,322.95
274,143cbd6a-6865-4c63-a31c-e221bf4456f8,fn284,1.12,252,1024,43,249.92
275,a44a7b40-6d86-4165-a804-ce2fe21b10d0,fn288,1.29,273,1024,43,271.20
276,3ee429e2-1de1-49f0-b6ca-dcf989a09e1c,fn289,2.02,258,1024,44,255.60
277,da00fa19-9fd6-45e3-af6e-21ca4d25df4d,fn291,2.95,316,1024,44,312.28
278,06e12119-2056-4135-828a-a9c6cb6bdaf2,fn290,40.80,512,1024,43,471.20
279,d4cef35c-b2e2-4942-9198-43de051250f5,fn287,2.52,407,1024,43,404.39
280,2aeaaddc-e2c3-4fcf-9979-73802eb9e34c,fn292,8.93,475,1024,43,465.92
281,8e1b0e30-8b0a-488e-80d1-dd8ebf3665d9,fn293,1.49,300,1024,44,298.12
282,bc33ad07-2797-4426-9f68-af621efc4960,fn294,6.79,442,1024,43,434.21
283,bba7e7b8-c99d-4c12-82b7-b65a030ab63a,fn295,1.42,243,1024,26,241.47
284,fe06e746-f290-41db-a940-6d73177c76ac,fn297,1.32,210,1024,39,208.19
285,964b41ac-6a8f-4929-92ca-42b5fa5248c8,fn300,2.25,212,1024,40,209.00
286,3e8aa45c-22d7-4aad-85c6-d5d0ccf082d5,fn256,2.65,656,1024,70,652.48
287,364bab0d-22f9-4f7d-9f99-2a03900a9059,fn299,1.56,272,1024,27,269.86
288,b7ba0da3-bcb1-44e8-80e1-9b1d6379d5b8,fn301,1.38,405,1024,40,403.33
